"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
18,"女",20,"右","都不是","match_RDK","769","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","993","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","699","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","843","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","794","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1048","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1036","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","820","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","769","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","897","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","971","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","995","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","812","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1131","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","764","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","782","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","766","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","985","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","770","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1892","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","823","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","836","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","717","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","882","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","765","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1034","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","1347","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","701","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","736","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","577","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","873","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","868","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","700","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","849","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","816","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","718","f",0,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
18,"女",20,"右","都不是","match_RDK","752","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
