"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
14,"女",22,"右","都不是","match_RDK","1277","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1337","j",1,0,"no","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1377","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1066","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1147","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1150","j",1,0,"no","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1136","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1298","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1096","j",1,0,"no","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1227","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1533","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1069","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","883","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1103","j",1,0,"no","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1249","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","957","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1376","j",1,0,"no","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","783","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1022","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1250","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1183","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
14,"女",22,"右","都不是","match_RDK","1085","f",1,0,"yes","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
