"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
11,"女",23,"右","都不是","match_RDK","1417","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1924","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","944","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1076","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1235","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1069","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1197","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1364","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1126","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2223","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1205","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","1523","j",0,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","-1","",0,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2056","j",0,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2232","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","-1","",0,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2534","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","-1","",0,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2493","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2410","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2479","j",0,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","2203","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
11,"女",23,"右","都不是","match_RDK","-1","",0,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
