"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
15,"女",20,"右","都不是","match_RDK","1491","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1048","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1802","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","883","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1233","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1388","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1365","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1212","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1403","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","2002","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1266","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","891","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1061","j",1,0,"no","other","","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","952","f",1,0,"yes","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1285","f",1,0,"yes","other","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
15,"女",20,"右","都不是","match_RDK","1194","j",1,0,"no","self","","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]"
