"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
22,"女",24,"右","都不是","match_RDK","1384","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1327","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1510","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1674","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1670","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1200","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1343","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1305","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1317","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","2686","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1267","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1436","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","2949","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1483","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1726","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1689","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1125","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1444","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1099","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1879","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1153","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1364","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1276","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1015","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1327","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1304","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1331","f",0,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1404","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1395","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","2506","j",1,0,"no","other","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1221","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1107","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","886","f",1,0,"yes","other","","[""hsla(225, 50%, 50%, 70%)"",""hsla(0, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1232","j",1,0,"no","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
22,"女",24,"右","都不是","match_RDK","1518","f",1,0,"yes","self","","[""hsla(0, 50%, 50%, 70%)"",""hsla(225, 50%, 50%, 70%)""]"
