"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","match","association","difficulty","dot_color_after"
1,"女",23,"右","都不是","match_RDK","1484","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1566","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1471","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1156","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1155","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1783","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1288","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1159","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","2008","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1249","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1803","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1256","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1557","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1541","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1800","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1178","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1166","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1150","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1695","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1818","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1135","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1489","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1457","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1812","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1534","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1536","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1362","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1802","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1834","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1621","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1382","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1548","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1548","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1167","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1598","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1245","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1193","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1161","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1133","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1403","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","977","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","887","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1154","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1155","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1266","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1054","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1236","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1009","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1367","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1199","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1086","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","993","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","953","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1377","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1272","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1204","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1283","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1007","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1464","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1441","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1168","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","976","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","883","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1121","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1092","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1027","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1232","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1147","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","845","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1434","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1070","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1086","f",0,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1333","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1666","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1020","f",0,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1362","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1201","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1189","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1224","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1140","j",1,"180","no","self","","white"
1,"女",23,"右","都不是","match_RDK","1710","f",1,"0","yes","self","","white"
1,"女",23,"右","都不是","match_RDK","1851","j",1,"0","no","other","","white"
1,"女",23,"右","都不是","match_RDK","1198","f",1,"180","yes","other","","white"
1,"女",23,"右","都不是","match_RDK","1262","j",1,"180","no","self","","white"
