"Participant_ID","Sex","Age","Handedness","part","rt","response","correct","coherent_direction","coherence","target_color_proportion","dot_color_final","coherent_direction.1"
1,"男",22,"右","color_pract","-1","",0,0,0,0.6,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","1256","k",1,0,0,0.62,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","899","d",0,0,0,0.62,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","654","k",0,0,0,0.64,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","557","d",0,0,0,0.66,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","385","d",0,0,0,0.68,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","410","d",1,0,0,0.7,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","377","k",0,0,0,0.7,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","436","d",0,0,0,0.72,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","402","d",1,0,0,0.74,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","360","k",0,0,0,0.74,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","461","d",0,0,0,0.76,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","383","k",1,0,0,0.78,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","373","k",1,0,0,0.78,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","494","d",1,0,0,0.78,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","369","k",0,0,0,0.78,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","531","k",1,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","481","d",0,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","427","d",1,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","436","k",0,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","559","d",1,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","612","k",1,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","568","d",1,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","571","k",1,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","506","d",1,0,0,0.78,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","509","d",0,0,0,0.78,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","440","k",0,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","523","d",0,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","487","d",0,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","492","k",1,0,0,0.8,"[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0
1,"男",22,"右","color_pract","415","d",1,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
1,"男",22,"右","color_pract","541","k",0,0,0,0.8,"[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0
