"Participant_ID","Sex","Age","Handedness","part","rt","response","correct","coherent_direction","coherence","target_color_proportion","dot_color_final","coherent_direction.1"
4,"女",21,"右","motion_pract","2299","arrowright",0,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","1467","arrowright",1,0,0.26,0,"[""white""]",0
4,"女",21,"右","motion_pract","1251","arrowleft",1,180,0.26,0,"[""white""]",180
4,"女",21,"右","motion_pract","746","arrowright",1,0,0.26,0,"[""white""]",0
4,"女",21,"右","motion_pract","908","arrowright",1,0,0.26,0,"[""white""]",0
4,"女",21,"右","motion_pract","1066","arrowleft",1,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","987","arrowleft",1,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","793","arrowright",1,0,0.24,0,"[""white""]",0
4,"女",21,"右","motion_pract","638","arrowleft",1,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","460","arrowright",1,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","2172","arrowleft",0,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","712","arrowleft",1,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","724","arrowleft",1,180,0.24,0,"[""white""]",180
4,"女",21,"右","motion_pract","850","arrowright",1,0,0.24,0,"[""white""]",0
4,"女",21,"右","motion_pract","735","arrowright",1,0,0.24,0,"[""white""]",0
4,"女",21,"右","motion_pract","582","arrowleft",1,180,0.22,0,"[""white""]",180
4,"女",21,"右","motion_pract","679","arrowleft",1,180,0.22,0,"[""white""]",180
4,"女",21,"右","motion_pract","691","arrowright",1,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","795","arrowright",1,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","630","arrowleft",1,180,0.2,0,"[""white""]",180
4,"女",21,"右","motion_pract","507","arrowright",1,0,0.2,0,"[""white""]",0
4,"女",21,"右","motion_pract","644","arrowright",1,0,0.2,0,"[""white""]",0
4,"女",21,"右","motion_pract","673","arrowleft",1,180,0.2,0,"[""white""]",180
4,"女",21,"右","motion_pract","587","arrowright",0,180,0.18,0,"[""white""]",180
4,"女",21,"右","motion_pract","790","arrowleft",1,180,0.2,0,"[""white""]",180
4,"女",21,"右","motion_pract","1183","arrowright",1,0,0.2,0,"[""white""]",0
4,"女",21,"右","motion_pract","838","arrowright",1,0,0.2,0,"[""white""]",0
4,"女",21,"右","motion_pract","851","arrowright",0,180,0.2,0,"[""white""]",180
4,"女",21,"右","motion_pract","577","arrowright",1,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","623","arrowleft",1,180,0.22,0,"[""white""]",180
4,"女",21,"右","motion_pract","741","arrowright",1,0,0.22,0,"[""white""]",0
4,"女",21,"右","motion_pract","532","arrowleft",1,180,0.22,0,"[""white""]",180
4,"女",21,"右","motion_pract","602","arrowleft",1,180,0.2,0,"[""white""]",180
