"subj_idx","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
10,"女",18,"右","都不是","match_RDK","1863","f","false",180,0.07,"mismatch","self",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1706","j","true",0,0.12,"mismatch","other",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2677","f","true",0,0.07,"match","other",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2116","j","true",0,0.07,"mismatch","other",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2375","j","true",180,0.12,"mismatch","self",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2910","j","false",0,0.03,"match","other",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","-1","","false",180,0.12,"match","self",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2696","f","false",180,0.07,"mismatch","self",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1697","f","true",180,0.07,"match","self",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1526","f","false",0,0.03,"mismatch","other",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1701","f","true",0,0.07,"match","other",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","-1","","false",0,0.12,"match","other",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2707","j","false",180,0.03,"match","self",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2503","j","false",180,0.07,"match","self",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","-1","","false",180,0.03,"mismatch","self",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2246","j","true",0,0.07,"mismatch","other",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2904","j","true",0,0.07,"mismatch","other",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2413","j","false",180,0.12,"match","self",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1965","j","false",0,0.12,"match","other",1,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1656","j","false",0,0.03,"match","other",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2815","j","true",180,0.03,"mismatch","self",4,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1612","j","false",0,0.07,"match","other",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1935","j","true",180,0.07,"mismatch","self",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1582","f","false",180,0.07,"mismatch","self",3,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","2227","f","true",180,0.07,"match","self",2,"[""white""]",0
10,"女",18,"右","都不是","match_RDK","1590","f","true",180,0.07,"match","self",3,"[""white""]",0
