"subj_id","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
"10","女",24,"右","都不是","match_RDK","1954","f",1,180,0.05,"match","self","4","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1275","j",1,0,0.12,"mismatch","other","1","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1282","f",0,0,0.08,"mismatch","other","3","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1151","f",1,0,0.11,"match","other","2","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1933","f",1,0,0.08,"match","other","3","[""white""]",0
"10","女",24,"右","都不是","match_RDK","998","f",1,180,0.12,"match","self","1","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1317","j",0,180,0.11,"match","self","2","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1496","j",0,180,0.08,"match","self","3","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1415","f",0,180,0.05,"mismatch","self","4","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1749","j",1,0,0.05,"mismatch","other","4","[""white""]",0
"10","女",24,"右","都不是","match_RDK","2099","j",1,0,0.11,"mismatch","other","2","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1847","f",1,0,0.12,"match","other","1","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1731","f",0,180,0.11,"mismatch","self","2","[""white""]",0
"10","女",24,"右","都不是","match_RDK","2996","j",0,0,0.05,"match","other","4","[""white""]",0
"10","女",24,"右","都不是","match_RDK","-1","",0,180,0.12,"mismatch","self","1","[""white""]",0
"10","女",24,"右","都不是","match_RDK","2276","j",1,180,0.08,"mismatch","self","3","[""white""]",0
"10","女",24,"右","都不是","match_RDK","2224","j",1,180,0.05,"mismatch","self","4","[""white""]",0
"10","女",24,"右","都不是","match_RDK","1183","f",0,0,0.12,"mismatch","other","1","[""white""]",0
