"subj_id","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
"19","女",23,"右","都不是","match_RDK","2226","f",1,0,0,"match","self","4","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","1925","f",1,0,0,"match","other","4","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","2227","j",0,0,0,"match","self","3","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","1604","j",1,0,0,"mismatch","self","2","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","1196","f",1,0,0,"match","other","3","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","874","j",0,0,0,"match","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","786","f",1,0,0,"match","self","2","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","765","j",1,0,0,"mismatch","other","1","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","2122","j",1,0,0,"mismatch","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","2225","j",1,0,0,"mismatch","self","3","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","1026","j",1,0,0,"mismatch","other","2","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","1445","j",1,0,0,"mismatch","other","3","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","901","j",1,0,0,"mismatch","other","4","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","1083","f",0,0,0,"mismatch","self","4","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","746","f",1,0,0,"match","other","2","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","696","f",1,0,0,"match","other","1","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","1254","j",1,0,0,"mismatch","other","3","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","1327","j",0,0,0,"match","other","4","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","677","f",0,0,0,"mismatch","other","1","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","1461","f",1,0,0,"match","self","4","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","726","f",1,0,0,"match","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","611","f",0,0,0,"mismatch","other","4","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","919","j",0,0,0,"match","other","2","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","1229","j",1,0,0,"mismatch","self","3","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","1703","j",1,0,0,"mismatch","self","2","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","733","f",0,0,0,"mismatch","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","1740","j",0,0,0,"match","other","3","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","768","f",1,0,0,"match","self","3","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","-1","",0,0,0,"match","self","2","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","991","j",1,0,0,"mismatch","self","4","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","1027","j",1,0,0,"mismatch","other","2","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","979","f",1,0,0,"match","other","1","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","1272","f",0,0,0,"mismatch","other","2","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","1120","f",1,0,0,"match","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","830","f",0,0,0,"mismatch","self","1","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.6
"19","女",23,"右","都不是","match_RDK","950","f",1,0,0,"match","self","3","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.55
"19","女",23,"右","都不是","match_RDK","1309","f",1,0,0,"match","self","2","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.56
"19","女",23,"右","都不是","match_RDK","1427","j",1,0,0,"mismatch","self","4","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]",0.52
"19","女",23,"右","都不是","match_RDK","1668","j",1,0,0,"mismatch","other","4","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]",0.52
