"success","rt","part","trial_type","trial_index","time_elapsed","internal_node_id","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_color_final","color_change_delay","target_color_proportion","motion_change_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","task","correct_responce","revs","correctNum","totalTrials","proportionColor","proportionMotion","data_label"
"","1007","color_pract","rdk","16","22051","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.4","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.616666666666667","[7,17,16,17,16,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,16,17,17,16,17,16,17,16,17,17,17]","60","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","17","22559","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.4","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","18","23069","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.5","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","594","color_pract","rdk","19","23666","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.5","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.65714285714286","[21,9,17,17,17,17,16,17,17,16,17,17,17,17,17,16,17,17,16,17,17,16,17,16,17,18,15,17,17,16,17,17,17,17,17]","35","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","20","24170","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.5","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","21","24686","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.6","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","696","color_pract","rdk","22","25384","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.6","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.804878048780488","[16,17,17,17,16,17,17,17,16,17,17,17,16,17,17,17,16,16,17,18,17,17,17,17,17,17,16,16,17,17,17,17,16,17,17,17,17,17,16,17,18]","41","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","23","25900","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.6","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","24","26411","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.7","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","586","color_pract","rdk","25","27000","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.7","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.485714285714284","[5,18,17,17,16,17,17,17,17,17,16,17,16,17,17,16,17,16,18,17,23,10,18,16,17,17,17,16,17,17,16,17,17,17,17]","35","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","26","27504","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.7","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","27","28020","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.8","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","791","color_pract","rdk","28","28814","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.8","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.80851063829787","[14,16,17,17,17,16,17,18,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,16,17,17,17,17,17,17]","47","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","29","29316","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.8","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","30","29826","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.9","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","885","color_pract","rdk","31","30713","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.9","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.566037735849058","[8,18,17,16,16,16,16,17,17,16,17,16,17,16,17,17,17,17,17,17,17,16,17,16,17,16,17,17,17,16,17,16,17,17,17,17,17,17,17,16,17,18,16,17,17,17,17,17,16,17,17,16,17]","53","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","32","31225","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.9","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","33","31740","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.10","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","728","color_pract","rdk","34","32471","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.10","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.6046511627907","[20,4,17,17,19,15,17,16,17,16,17,16,17,16,17,17,17,17,18,16,17,17,17,18,15,17,17,17,17,17,17,16,17,17,17,16,17,17,16,17,17,17,18]","43","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","35","32983","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.10","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","36","33491","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.11","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","576","color_pract","rdk","37","34070","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.11","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.558823529411764","[8,18,17,17,16,17,17,17,16,17,17,16,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,16,17,17,17]","34","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","38","34585","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.11","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","39","35087","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.12","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","691","color_pract","rdk","40","35780","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.12","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.75609756097561","[16,15,17,17,17,17,17,17,17,16,18,17,16,17,16,17,16,17,16,17,17,16,17,17,17,17,17,17,17,17,16,17,16,17,16,17,17,17,17,16,19]","41","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","41","36284","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.12","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","42","36788","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.13","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","608","color_pract","rdk","43","37399","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.13","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.61111111111111","[12,17,16,17,17,16,17,17,17,17,17,17,16,17,17,16,16,18,18,16,17,17,16,17,17,16,17,17,17,17,16,17,16,17,16,17]","36","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","44","37903","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.13","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","45","38420","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.14","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","608","color_pract","rdk","46","39030","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.14","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.805555555555557","[16,16,17,17,16,17,17,17,17,16,17,17,18,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,16]","36","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.58","0.24",""
"","null","","html-keyboard-response","47","39535","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.14","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","48","40050","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.15","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","669","color_pract","rdk","49","40719","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.15","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.5","[6,13,17,17,18,17,16,17,17,17,17,17,17,16,17,17,17,16,18,16,17,17,17,16,16,16,16,17,17,18,17,17,18,18,15,18,15,17,17,18]","40","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","50","41232","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.15","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","51","41734","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.16","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","610","color_pract","rdk","52","42346","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.16","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.805555555555557","[16,16,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,16,16,17,16,18,17,17,16,17,17,17,16,17,19]","36","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","53","42852","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.16","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","54","43366","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.17","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","998","color_pract","rdk","55","44365","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.17","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.5599999999999999","0","circle","black","3","2","2","16.616666666666667","[3,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,16,17,16,17,17,16,17,17,17,17,17,17,17,16,17,17,18,16,17,18,16,17,17,17,17]","60","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.5599999999999999","0.24",""
"","null","","html-keyboard-response","56","44872","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.17","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","57","45388","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.18","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","1062","color_pract","rdk","58","46452","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.18","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.58","0","circle","black","3","2","2","16.58730158730159","[12,17,16,17,17,16,17,19,14,17,17,17,16,16,17,17,17,16,17,17,16,16,17,16,17,17,16,17,17,16,17,17,17,16,17,17,17,17,17,16,17,17,17,17,16,17,16,17,16,17,16,17,17,17,21,12,19,14,17,16,17,16,17]","63","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.58","0.24",""
"","null","","html-keyboard-response","59","46952","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.18","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","60","47465","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.19","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","817","color_pract","rdk","61","48282","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.19","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","7.6017647737322385","0.6","0","circle","black","3","2","2","16.489795918367346","[3,17,17,16,17,17,16,17,17,17,17,17,17,16,17,17,17,16,17,17,16,17,17,17,16,17,17,16,17,17,17,17,17,17,16,17,17,16,18,17,16,17,17,16,17,16,17,17,17]","49","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","d","","","","0.6","0.24",""
"","null","","html-keyboard-response","62","48790","0.0-0.0-2.0-0.0-1.0-0.0-0.0-2.19","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","63","49301","0.0-0.0-2.0-0.0-1.0-0.0-0.0-0.20","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","679","color_pract","rdk","64","49981","0.0-0.0-2.0-0.0-1.0-0.0-0.0-1.20","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","7.6017647737322385","0.6","0","circle","black","3","2","2","16.71794871794872","[16,17,17,16,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,16,16,17,17,17,16,17,17,16,17,17,17,16,16]","39","716","417","false","20","20","black","1","false","1","1","1440","960","rdk","k","","","","0.6","0.24",""
