"success","rt","part","trial_type","trial_index","time_elapsed","internal_node_id","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_color_final","color_change_delay","target_color_proportion","motion_change_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","task","correct_responce","revs","correctNum","totalTrials","proportionColor","proportionMotion","data_label"
"","804","color_formal","rdk","820","994042","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-1.163","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.58","0","circle","black","3","2","2","8.154639175257731","[4,7,9,9,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,9,8,8,9,8,8,8,8,9,8,8,8,10,7,8,8,8,8,8,8,8,8,9,9,8,8,8,8,9,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,9,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,9,8,9,8]","97","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","821","995043","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-0.164","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","647","color_formal","rdk","822","995691","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-1.164","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.58","0","circle","black","3","2","2","8.192307692307692","[1,9,8,8,9,8,9,8,8,8,8,8,9,8,9,8,8,8,8,9,8,9,8,9,8,8,9,8,8,8,8,9,8,9,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,9,9,8,8,9,9,8,9,8,9,8,8,8,8,9,8]","78","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","823","996694","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-0.165","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","612","color_formal","rdk","824","997307","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-1.165","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.58","0","circle","black","3","2","2","8.178082191780822","[4,8,9,8,8,9,8,8,9,8,8,9,9,8,9,8,8,9,8,8,8,8,9,8,8,8,9,8,9,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,9,8,9,8,8,8,8,8,9,9]","73","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","825","998310","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-0.166","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","580","color_formal","rdk","826","998890","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-1.166","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.58","0","circle","black","3","2","2","8.2","[1,9,9,8,9,8,8,8,9,8,8,8,9,8,9,8,8,8,8,9,8,9,8,9,9,8,8,8,9,9,8,8,8,8,8,9,8,8,8,8,8,8,8,9,8,8,9,9,8,9,8,8,8,8,8,9,8,8,8,9,8,8,8,8,9,8,8,8,9,8]","70","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","827","999901","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-0.167","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","716","color_formal","rdk","828","1000619","0.0-0.0-2.0-4.0-0.0-0.6-0.6-0.6-1.167","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.58","0","circle","black","3","2","2","8.211764705882352","[8,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,9,8,9,8,9,8,8,8,8,8,8,8,8,9,8,9,8,8,8,9,8,9,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,9,8,8,9,9]","85","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","","html-keyboard-response","829","1003123","0.0-0.0-2.0-4.0-0.0-0.6-0.6-1.6","null","<p style='font-size: 35px; color: white'>您的正确率为： 79% 。平均反应时为：666毫秒。</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","null","fixation","html-keyboard-response","830","1003625","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.168","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","865","color_formal","rdk","831","1004491","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.168","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.20388349514563","[6,8,8,9,8,8,9,8,8,8,9,8,9,8,9,8,8,8,8,9,8,9,9,8,8,8,9,8,8,8,8,8,8,8,9,8,9,9,8,8,8,8,9,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,9,8,8,9,9,7,8,8,8,8,8,8]","103","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","832","1005493","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.169","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","548","color_formal","rdk","833","1006042","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.169","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.196969696969697","[5,8,9,8,8,9,8,8,8,8,9,9,8,9,8,8,8,9,8,9,8,8,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,9,8,9,8]","66","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","834","1007044","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.170","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","611","color_formal","rdk","835","1007659","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.170","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.243243243243244","[3,5,9,8,9,9,8,9,8,9,8,9,8,8,9,8,8,8,9,8,8,8,9,8,10,7,10,7,8,8,8,8,9,8,8,8,8,9,8,8,9,8,9,8,8,8,9,8,8,8,8,9,9,8,8,9,8,8,9,8,8,9,8,9,9,8,8,9,8,8,8,8,9,9]","74","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","836","1008661","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.171","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","891","color_formal","rdk","837","1009554","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.171","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.177570093457945","[2,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,9,8,8,8,9,9,8,8,9,8,9,8,8,9,8,8,8,8,9,8,8,8,8,8,8,9,8,8,9,9,8,8,9,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,9,9,8,8,8,9,8,9,8,8,9,9,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,9,8,8,8]","107","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","838","1010556","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.172","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","623","color_formal","rdk","839","1011180","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.172","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.27027027027027","[10,8,9,8,8,9,8,8,8,9,8,9,8,8,9,8,8,8,9,8,8,9,8,8,8,8,9,8,8,8,8,9,8,8,8,9,8,8,8,9,8,8,9,8,8,8,8,9,9,8,8,8,8,8,8,9,8,8,9,8,9,8,8,8,9,8,8,8,8,8,8,8,8,8]","74","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","840","1012181","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.173","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","510","color_formal","rdk","841","1012692","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.173","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.19672131147541","[10,7,8,8,8,8,8,8,9,8,9,8,8,8,9,9,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,9,8,8,8,8]","61","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","842","1013694","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.174","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","596","color_formal","rdk","843","1014291","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.174","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.211267605633802","[3,8,9,8,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,8,9,8,8,8,9,8,8,10,7,8,8,8,9,8,8,9,8,9,8,9,8,8,9,9,8,8,9,8,8,8,8,9,8,8,8,8,9,8,8,8,8,9]","71","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","844","1015293","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.175","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","638","color_formal","rdk","845","1015931","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.175","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.155844155844155","[3,7,8,8,9,8,9,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,9,8,9,8,9,8,8,9,9,9,8,8,9,9,8,8,9,8,8,8,8,8,8,9,8,8,8,9,8]","77","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","846","1016937","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.176","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","591","color_formal","rdk","847","1017531","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.176","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.19718309859155","[4,8,9,8,9,8,8,8,9,8,8,8,8,9,8,9,8,8,8,8,9,8,8,8,9,8,8,8,8,9,8,8,8,8,9,8,9,8,8,8,8,9,8,9,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,9,8,8,9]","71","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","848","1018533","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.177","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","529","color_formal","rdk","849","1019063","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.177","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.21875","[2,9,8,9,9,8,9,8,9,7,8,8,8,8,9,8,8,8,8,8,9,8,9,9,8,8,8,8,8,8,8,9,8,9,8,8,9,8,8,9,8,9,8,8,9,8,9,8,8,8,9,8,8,8,8,9,8,8,9,8,8,9,8,9]","64","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","850","1020065","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.178","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","672","color_formal","rdk","851","1020738","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.178","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.197530864197532","[4,8,8,8,8,9,8,8,8,9,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,9,9,8,8,8,8,9,8,8,8,9,8,9,8,8,8,8,8,9,8,8,9,8,9,8,8,8,8,8,8,9,8,8,8,9,8,9,8,12,4,8,9,8,8,8,9,8,9]","81","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","852","1021741","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.179","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","493","color_formal","rdk","853","1022235","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.179","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.203389830508474","[7,8,8,8,8,9,8,8,8,8,9,8,8,9,8,9,8,8,9,8,9,8,9,8,8,8,8,9,8,8,8,8,8,9,10,6,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,9,8,8,8,9]","59","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","854","1023238","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.180","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","882","color_formal","rdk","855","1024122","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.180","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.18867924528302","[3,5,8,9,8,9,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,9,8,8,8,8,9,8,9,8,8,9,8,9,8,8,9,8,8,8,8,8,9,8,8,8,8,8,9,8,9,9,9,8,9,9,8,9,8,8,9,8,8,9,8,9,8,8,8,8,8,9,8,8,8,9,8,9,8,8,8,9,8,8,8,8,9,9,8,8,9,8,8,8,8,8,8,8,9,7,8]","106","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","856","1025125","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.181","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","571","color_formal","rdk","857","1025698","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.181","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.205882352941176","[5,8,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,9,8,8,8,8,9,8,9,8,9,8,8,8,8,9,8,9,8,8,8,8,9,8,8,9,8,8,8,8,9,8,9,8,9,9,8,8,8,9,8,8]","68","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","858","1026699","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.182","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","591","color_formal","rdk","859","1027291","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.182","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.19718309859155","[5,8,8,9,9,8,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,9,9,9,8,9,8,8,14,7,4,8,9,8,9,8,8,8,9,8,8,9,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8]","71","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","860","1028294","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.183","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","828","color_formal","rdk","861","1029123","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.183","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.232323232323232","[4,9,8,9,8,8,9,8,8,9,8,8,9,8,8,9,8,8,8,9,8,8,8,8,8,9,8,10,7,8,9,8,9,8,9,8,8,8,8,8,8,8,8,9,8,8,9,8,9,8,9,8,8,8,8,8,9,8,8,9,9,8,8,8,8,8,8,9,9,8,9,8,8,8,8,8,9,8,9,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,9,8,8,8]","99","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","862","1030127","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.184","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","707","color_formal","rdk","863","1030834","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.184","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.094117647058823","[5,8,8,8,8,8,9,8,8,8,9,8,8,9,8,8,9,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,9,8,8,8]","85","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","864","1031837","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.185","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","700","color_formal","rdk","865","1032539","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.185","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.226190476190476","[3,6,9,8,8,10,7,8,9,8,9,8,9,9,8,8,8,9,9,8,9,8,8,9,9,8,8,9,8,9,8,8,8,9,8,9,9,9,8,8,8,8,8,8,8,9,8,9,8,8,8,8,8,8,8,9,8,8,8,9,8,8,8,9,9,8,8,9,8,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8]","84","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","866","1033541","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.186","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","892","color_formal","rdk","867","1034434","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.186","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.280373831775702","[7,8,9,8,9,8,8,8,8,9,8,8,9,9,8,9,8,8,9,8,8,8,8,8,8,8,9,8,8,9,8,8,8,9,8,8,8,9,8,8,9,8,9,9,8,8,8,8,9,8,9,8,9,8,8,8,8,9,8,8,9,8,8,9,8,8,8,8,9,8,8,8,9,8,8,8,8,9,8,8,8,8,8,8,8,8,9,8,8,8,8,8,8,8,9,8,9,9,8,9,9,8,9,8,8,9,8]","107","776","400","false","20","20","black","1","false","1","1","1552","970","","d","","","","","","staircase_color"
"","null","fixation","html-keyboard-response","868","1035436","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-0.187","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","669","color_formal","rdk","869","1036106","0.0-0.0-2.0-4.0-0.0-0.7-0.7-0.7-1.187","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","600","600","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","8.65542231675345","0.580625","0","circle","black","3","2","2","8.125","[3,8,8,9,8,8,9,8,8,8,8,8,9,8,8,8,9,8,9,8,8,8,8,8,8,8,8,9,8,8,9,8,8,8,8,8,8,8,9,8,9,8,8,8,8,9,8,8,8,8,9,8,9,8,8,8,8,8,8,9,8,8,8,9,8,8,8,8,8,9,8,8,8,8,8,8,8,8,8,8]","80","776","400","false","20","20","black","1","false","1","1","1552","970","","k","","","","","","staircase_color"
