"success","timeout","failed_images","failed_audio","failed_video","trial_type","trial_index","time_elapsed","internal_node_id","rt","part","response","stimulus","correct","choices","correct_choice","trial_duration","response_ends_trial","number_of_apertures","number_of_dots","coherent_direction","coherence","opposite_coherence","dot_radius","dot_side_length","dot_life","move_distance","aperture_width","aperture_height","dot_color","dot_color_final","color_change_delay","target_color_proportion","motion_change_delay","dot_shape","background_color","RDK_type","aperture_type","reinsert_type","frame_rate","frame_rate_array","number_of_frames","aperture_center_x","aperture_center_y","fixation_cross","fixation_cross_width","fixation_cross_height","fixation_cross_color","fixation_cross_thickness","border","border_thickness","border_color","canvas_width","canvas_height","correct_response","data_label","task","difficulty","isMatch","association"
"","","","","","html-keyboard-response","131","223997","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.16","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","132","225006","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.17","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","133","226801","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.17","1281","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.61038961038961","[2,17,16,17,17,17,16,17,16,17,17,17,17,17,17,17,16,16,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,16]","77","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","134","227827","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.17","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","135","228843","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.18","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","136","230369","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.18","1016","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.62295081967213","[3,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,16,17,16,17,17,16,17]","61","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","137","231394","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.18","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","138","232410","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.19","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","139","233969","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.19","1046","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.983870967741936","[17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","62","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","140","234994","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.19","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","141","236010","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.20","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","142","237649","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.20","1128","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.544117647058822","[2,17,17,17,17,17,16,17,17,17,17,16,17,16,17,17,16,17,16,17,16,17,17,17,17,16,17,16,17,16,17,17,16,17,17,16,17,16,17,17,17,16,17,16,17,17,17,17,17,18,16,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17]","68","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","143","238662","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.20","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","144","239665","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.21","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","145","241089","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.21","909","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.72222222222222","[9,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17]","54","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","146","242111","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.21","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","147","243127","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.22","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","148","244673","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.22","1043","color_test","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.741935483870968","[9,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,16,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17]","62","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","149","245679","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.22","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","150","246695","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-0.23","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","151","248081","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-1.23","870","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.76923076923077","[12,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,16,17,16,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17]","52","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","152","249110","0.0-5.0-1.0-1.0-0.0-1.1-0.1-0.1-2.23","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","153","250641","0.0-5.0-1.0-1.0-0.0-1.1-0.1-1.1","1020",""," ","<p style='font-size: 35px; color: white'>您的正确率为： 83% 。平均反应时为：1038毫秒。</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","154","251647","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.0","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","155","253089","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.0","927","color_test","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.78181818181818","[11,17,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17]","55","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","156","254096","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.0","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","157","255099","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.1","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","158","256481","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.1","867","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.75","[9,17,17,17,17,16,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17]","52","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","159","257510","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.1","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","160","258511","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.2","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","161","259889","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.2","873","color_test","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.615384615384617","[6,17,17,17,17,17,16,17,17,16,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,16,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17]","52","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","162","260910","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.2","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","163","261913","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.3","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","164","263537","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.3","1119","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.65671641791045","[5,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,16,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,16,17,17,17,16,17,17]","67","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","165","264561","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.3","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","166","265579","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.4","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","167","266961","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.4","879","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.67924528301887","[8,17,16,17,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,16,17,17,17,17,17,17,17,17,17,16,17]","53","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","168","267977","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.4","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","169","268999","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.5","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","170","270689","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.5","1180","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.785714285714285","[14,17,17,17,16,17,17,17,16,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,16,17,17,17,16,17,17,17,17,16,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17]","70","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","171","271695","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.5","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","172","272713","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.6","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","173","274433","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.6","1209","color_test","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.90277777777778","[16,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17]","72","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","174","275460","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.6","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","175","276475","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.7","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","176","278145","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.7","1166","color_test","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.771428571428572","[10,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,18,15,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,16,17,17,16,17,17,17,17,16,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17]","70","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","177","279161","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.7","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","178","280178","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.8","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","179","281665","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.8","982","color_test","k","","true","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.779661016949152","[7,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17]","59","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","180","282694","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.8","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","181","283712","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.9","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","182","284945","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.9","732","color_test","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.681818181818183","[10,17,17,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,16,17,17,17,16,17]","44","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","183","285964","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.9","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","184","286983","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.10","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","185","288401","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.10","906","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.77777777777778","[11,17,16,17,17,17,17,17,17,16,17,16,17,16,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17]","54","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","186","289413","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.10","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","187","290429","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-0.11","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","188","292241","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-1.11","1308","color_test","d","","true","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.54","0","circle","black","3","2","2","16.759493670886076","[6,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,16,17,17,17,17,16,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,16,17,17,16,17,17,17]","79","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
"","","","","","html-keyboard-response","189","293261","0.0-5.0-1.0-1.0-0.0-2.0-0.0-0.0-2.11","null","","null","<p style='font-size: 60px; color: green'>正确!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","190","294705","0.0-5.0-1.0-1.0-0.0-2.0-0.0-1.0","942",""," ","<p style='font-size: 35px; color: white'>您的正确率为： 58% 。平均反应时为：1012毫秒。</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","191","295731","0.0-5.0-1.0-1.0-0.0-2.1-0.1-0.1-0.12","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","192","297393","0.0-5.0-1.0-1.0-0.0-2.1-0.1-0.1-1.12","1160","color_test","d","","false","[""d"",""k""]","k","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(225, 50%, 50%)"",""hsl(0, 50%, 50%)""]","6","0.52","0","circle","black","3","2","2","16.65714285714286","[7,17,16,16,17,17,17,17,17,17,17,16,17,17,17,17,17,16,17,17,17,17,16,17,17,16,17,17,16,17,17,17,16,17,17,17,16,17,17,17,17,17,17,17,17,16,17,16,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,16,17,16,18,16,17,17]","70","965","360","false","20","20","black","1","false","1","1","1820","630","k","staircase_color","","","",""
"","","","","","html-keyboard-response","193","298410","0.0-5.0-1.0-1.0-0.0-2.1-0.1-0.1-2.12","null","","null","<p style='font-size: 60px; color: red'>错误!</p>","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","html-keyboard-response","194","299425","0.0-5.0-1.0-1.0-0.0-2.1-0.1-0.1-0.13","null","fixation","null","<p style='font-size: 48px; color: white'>+</p >","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","","","","","rdk","195","300865","0.0-5.0-1.0-1.0-0.0-2.1-0.1-0.1-1.13","932","color_test","k","","false","[""d"",""k""]","d","3000","true","1","100","0","0","0","5.7","1","-1","3","550","550","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","[""hsl(0, 50%, 50%)"",""hsl(225, 50%, 50%)""]","6","0.52","0","circle","black","3","2","2","16.696428571428573","[7,17,17,17,17,17,17,17,17,16,17,16,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,17,17,17,17,17,16,17,17,17,17,17,17,17,16,17,17,17,16,17,17,16,17,17,17,17,17]","56","965","360","false","20","20","black","1","false","1","1","1820","630","d","staircase_color","","","",""
