"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_15","女",20,"右","都不是","match_RDK","1491","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1048","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1802","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","883","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1233","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1388","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1365","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1212","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1403","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","2002","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1266","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","891","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1061","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","952","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1285","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1194","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1358","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1216","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1365","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1599","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1725","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","934","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1266","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","2012","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1082","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1019","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1157","f","false","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1846","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1178","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1306","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1237","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1346","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1932","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1052","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1709","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1498","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1390","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","870","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1698","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1181","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","944","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1176","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1928","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","729","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","951","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","900","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","848","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","908","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1048","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1481","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","865","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1053","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","845","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","751","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1838","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1523","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1093","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1897","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1004","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1091","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","967","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1279","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","764","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1355","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","2115","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","686","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","816","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1023","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","997","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","748","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","798","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","973","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1157","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1094","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1554","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1098","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1001","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1171","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","930","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","964","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1543","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1124","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","733","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","924","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","833","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","784","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","691","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","999","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","829","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","735","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1058","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","795","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","734","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","765","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1041","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1699","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","673","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","741","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1303","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1056","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","950","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","707","f","false","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","959","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1159","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1225","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","921","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","881","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","813","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","961","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","707","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","797","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1027","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","841","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","847","f","true","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","932","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","700","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1033","j","false","yes","other",""
"Exp1A_15","女",20,"右","都不是","match_RDK","2070","f","true","yes","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","878","j","true","no","self",""
"Exp1A_15","女",20,"右","都不是","match_RDK","1036","j","true","no","other",""
"Exp1A_15","女",20,"右","都不是","RDK","815","d","true","","other","easy"
"Exp1A_15","女",20,"右","都不是","RDK","781","d","true","","other","difficult"
"Exp1A_15","女",20,"右","都不是","RDK","781","k","true","","self","difficult"
"Exp1A_15","女",20,"右","都不是","RDK","1022","k","true","","self","easy"
