"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_11","女",23,"右","都不是","match_RDK","1417","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1924","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","944","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1076","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1235","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1069","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1197","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1364","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1126","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2223","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1205","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1523","j","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2056","j","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2232","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2534","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2493","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2410","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2479","j","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2203","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2671","j","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2371","j","false","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1902","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2611","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2584","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1944","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","-1","","false","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1461","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1811","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2485","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2376","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1505","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1827","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1454","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1034","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1105","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1054","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2129","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1601","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1534","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1841","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1692","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1335","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1166","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2154","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1473","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1239","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1170","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1684","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1630","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1056","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1028","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1330","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1137","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2066","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1104","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1037","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1761","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","2018","j","false","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1761","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1274","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1063","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1656","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1064","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1112","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1647","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1516","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1391","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1372","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1031","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1156","j","true","no","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1520","f","true","yes","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1282","j","true","no","self",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1775","f","true","yes","other",""
"Exp1A_11","女",23,"右","都不是","match_RDK","1123","j","true","no","other",""
