"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_1","女",23,"右","都不是","match_RDK","1484","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1566","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1471","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1156","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1155","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1783","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1288","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1159","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","2008","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1249","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1803","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1256","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1557","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1541","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1800","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1178","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1166","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1150","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1695","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1818","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1135","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1489","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1457","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1812","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1534","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1536","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1362","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1802","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1834","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1621","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1382","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1548","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1548","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1167","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1598","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1245","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1193","j","true","no","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1161","j","true","no","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1133","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","1403","f","true","yes","self",""
"Exp1A_1","女",23,"右","都不是","match_RDK","977","f","true","yes","other",""
"Exp1A_1","女",23,"右","都不是","match_RDK","887","j","true","no","self",""
