"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_21","女",20,"右","都不是","match_RDK","721","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1025","j",0,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","713","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","857","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1175","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","727","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","856","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","852","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1009","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","776","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","873","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","788","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1028","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","777","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","968","f",0,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","883","j",0,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","923","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","694","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","903","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","869","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","686","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","899","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","817","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","801","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","699","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","925","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","855","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","788","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1027","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","921","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","882","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1006","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","820","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","949","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","620","f",0,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","849","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1103","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","780","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","688","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1059","f",0,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","783","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","656","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","884","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","1006","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","790","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","901","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","768","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","849","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","797","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","733","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","798","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","733","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","719","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","737","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","706","j",1,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","789","f",0,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","917","j",1,"no","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","732","f",0,"no","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","784","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","959","f",1,"yes","self",""
"Exp1A_21","女",20,"右","都不是","match_RDK","904","f",1,"yes","other",""
"Exp1A_21","女",20,"右","都不是","match_RDK","882","j",1,"no","self",""
