"Participant_ID","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","match","association","difficulty"
"Exp1A_17","女",19,"右","都不是","match_RDK","1223","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","885","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","783","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1055","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1076","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","808","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","949","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","943","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","904","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","961","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","905","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","965","f",0,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","908","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","934","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","833","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1038","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","964","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1082","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","880","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1082","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","991","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1046","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1036","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","849","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","988","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","999","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","986","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1011","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","858","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","982","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","814","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","973","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1030","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","956","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","819","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","866","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","833","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","923","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","933","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","783","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","726","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1098","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","892","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","759","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","903","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","930","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","877","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1064","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","828","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","906","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1045","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","826","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","792","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","966","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","832","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","891","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","808","f",1,"yes","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","934","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","798","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","878","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","731","j",1,"no","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","827","f",1,"yes","self",""
"Exp1A_17","女",19,"右","都不是","match_RDK","1209","j",1,"no","other",""
"Exp1A_17","女",19,"右","都不是","match_RDK","921","f",1,"yes","other",""
