"subj_id","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
"1","女",20,"右","都不是","match_RDK","1352","f",0,"180",0.1,"mismatch","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2163","j",1,"180",0.16,"mismatch","other","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1568","f",1,"180",0.22,"match","other","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2196","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2497","j",0,"180",0.05,"match","other","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1854","f",1,"0",0.16,"match","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2103","j",1,"0",0.1,"mismatch","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1964","f",1,"180",0.16,"match","other","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1669","f",1,"0",0.22,"match","self","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2714","f",1,"0",0.1,"match","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2146","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1856","f",0,"180",0.05,"mismatch","other","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2822","j",0,"180",0.1,"match","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2775","j",1,"0",0.05,"mismatch","self","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2414","j",1,"0",0.16,"mismatch","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2383","f",1,"0",0.05,"match","self","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2692","j",1,"180",0.16,"mismatch","other","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2129","f",1,"0",0.22,"match","self","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1880","f",1,"180",0.22,"match","other","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1567","f",1,"0",0.1,"match","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2214","f",0,"0",0.05,"mismatch","self","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2511","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2413","j",1,"0",0.16,"mismatch","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1407","f",1,"180",0.16,"match","other","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1722","f",1,"0",0.16,"match","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2904","j",1,"0",0.1,"mismatch","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2551","f",0,"180",0.05,"mismatch","other","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2899","f",1,"180",0.05,"match","other","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","-1","",0,"180",0.1,"match","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1645","f",1,"0",0.05,"match","self","4","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1102","j",1,"180",0.1,"mismatch","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1427","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1374","j",1,"180",0.1,"mismatch","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1307","f",1,"0",0.16,"match","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2376","f",1,"180",0.22,"match","other","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2077","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2205","j",1,"0",0.1,"mismatch","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2569","j",1,"180",0.16,"mismatch","other","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","2643","j",1,"0",0.16,"mismatch","self","2","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1646","f",1,"0",0.1,"match","self","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1288","f",1,"180",0.1,"match","other","3","[""white""]",0
"1","女",20,"右","都不是","match_RDK","1249","f",0,"180",0.22,"mismatch","other","1","[""white""]",0
