"subj_id","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
"7","女",20,"右","都不是","match_RDK","1865","j",0,"180",0.15,"match","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1135","f",0,"0",0.07,"mismatch","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1154","f",1,"0",0.15,"match","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1056","j",1,"180",0.15,"mismatch","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1884","f",1,"0",0.12,"match","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1336","j",0,"180",0.12,"match","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1627","j",0,"180",0.07,"match","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1822","f",1,"0",0.07,"match","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","2368","f",0,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1553","j",1,"0",0.15,"mismatch","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1558","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1360","f",1,"0",0.22,"match","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","2055","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1258","f",0,"180",0.12,"mismatch","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","667","j",1,"180",0.07,"mismatch","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","269","j",0,"180",0.22,"match","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","243","j",0,"0",0.12,"match","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","260","j",1,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","524","j",1,"180",0.07,"mismatch","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","269","j",0,"0",0.07,"match","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","752","j",1,"180",0.12,"mismatch","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","2999","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1663","j",1,"180",0.15,"mismatch","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1312","j",0,"180",0.07,"match","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1063","f",0,"0",0.15,"mismatch","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1080","j",1,"0",0.07,"mismatch","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","478","j",0,"0",0.15,"match","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1544","f",1,"0",0.22,"match","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1683","j",0,"180",0.15,"match","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","884","f",1,"180",0.22,"match","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1199","f",1,"180",0.12,"match","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1200","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1907","j",1,"0",0.07,"mismatch","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1297","j",0,"0",0.22,"match","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1177","f",1,"0",0.12,"match","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1342","f",1,"180",0.12,"match","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1213","f",1,"0",0.15,"match","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1125","f",1,"180",0.07,"match","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","999","f",0,"0",0.22,"mismatch","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","2097","f",1,"180",0.15,"match","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1030","f",0,"180",0.07,"mismatch","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","996","j",0,"180",0.22,"match","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1010","j",1,"180",0.15,"mismatch","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1617","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1289","f",0,"180",0.12,"mismatch","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1405","j",0,"0",0.07,"match","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1442","j",1,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1428","f",0,"0",0.15,"mismatch","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","427","j",0,"180",0.12,"match","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","26","j",1,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","228","j",0,"0",0.15,"match","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","361","j",0,"180",0.07,"match","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","262","j",0,"0",0.07,"match","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","254","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1102","j",1,"180",0.12,"mismatch","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","992","f",1,"180",0.15,"match","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1343","j",1,"0",0.15,"mismatch","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","890","j",0,"0",0.12,"match","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1085","f",0,"0",0.07,"mismatch","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1456","f",1,"180",0.22,"match","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1268","j",1,"180",0.15,"mismatch","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1086","f",1,"0",0.22,"match","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1365","f",0,"0",0.22,"mismatch","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1067","j",1,"180",0.07,"mismatch","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1648","j",1,"180",0.22,"mismatch","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1533","f",1,"0",0.15,"match","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1428","f",1,"180",0.12,"match","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1415","f",0,"0",0.22,"mismatch","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1160","j",1,"0",0.07,"mismatch","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1089","j",0,"0",0.12,"match","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1457","f",1,"180",0.22,"match","other","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1576","j",0,"0",0.07,"match","self","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1290","f",0,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","316","f",1,"0",0.22,"match","self","1","[""white""]",0
"7","女",20,"右","都不是","match_RDK","549","j",0,"180",0.07,"match","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","296","f",0,"180",0.12,"mismatch","other","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","310","j",0,"180",0.15,"match","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1329","f",0,"180",0.07,"mismatch","other","4","[""white""]",0
"7","女",20,"右","都不是","match_RDK","946","j",1,"180",0.15,"mismatch","other","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1356","j",1,"0",0.15,"mismatch","self","2","[""white""]",0
"7","女",20,"右","都不是","match_RDK","1438","j",1,"0",0.12,"mismatch","self","3","[""white""]",0
"7","女",20,"右","都不是","match_RDK","838","j",1,"0",0.22,"mismatch","self","1","[""white""]",0
