"subj_id","Sex","Age","Handedness","Color_blindness","part","rt","response","correct","coherent_direction","coherence","isMatch","association","difficulty","dot_color_final","target_color_proportion"
"6","女",24,"右","都不是","match_RDK","2373","f",0,"180",0.09,"mismatch","self","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2208","j",0,"0",0.06,"match","other","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1480","f",1,"180",0.06,"match","self","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1805","f",0,"180",0.15,"mismatch","self","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1381","f",1,"0",0.22,"match","other","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2413","f",0,"0",0.09,"mismatch","other","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2203","j",1,"0",0.15,"mismatch","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1332","j",1,"180",0.06,"mismatch","self","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1296","f",1,"0",0.09,"match","other","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1403","f",0,"0",0.06,"mismatch","other","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1342","j",0,"180",0.09,"match","self","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2029","j",1,"0",0.22,"mismatch","other","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","924","f",1,"180",0.15,"match","self","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1000","f",1,"180",0.22,"match","self","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1213","f",0,"180",0.22,"mismatch","self","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2057","j",0,"0",0.15,"match","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1906","f",1,"0",0.09,"match","other","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1509","f",1,"180",0.06,"match","self","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1768","f",0,"180",0.22,"mismatch","self","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1407","j",1,"0",0.22,"mismatch","other","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1029","f",0,"0",0.15,"mismatch","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1547","j",1,"0",0.06,"mismatch","other","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1582","f",1,"0",0.06,"match","other","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","831","f",1,"0",0.22,"match","other","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1139","f",1,"180",0.22,"match","self","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2080","j",1,"180",0.15,"mismatch","self","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2180","f",0,"180",0.09,"mismatch","self","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1548","f",1,"180",0.15,"match","self","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1886","f",1,"180",0.09,"match","self","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2401","j",1,"0",0.09,"mismatch","other","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2910","j",1,"180",0.06,"mismatch","self","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1288","f",1,"0",0.15,"match","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2796","f",1,"0",0.15,"match","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1594","j",0,"0",0.06,"match","other","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2084","j",1,"0",0.15,"mismatch","other","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1024","f",1,"180",0.15,"match","self","2","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1276","j",1,"180",0.06,"mismatch","self","4","[""white""]",0
"6","女",24,"右","都不是","match_RDK","1093","j",1,"180",0.22,"mismatch","self","1","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2027","f",1,"0",0.09,"match","other","3","[""white""]",0
"6","女",24,"右","都不是","match_RDK","2378","f",0,"0",0.22,"mismatch","other","1","[""white""]",0
