"Participant_ID" "part" "difficulty" "coherence" "avg_rt" "max_rt" "min_rt" "sd_rt" "all_count" "row_count" "correct_count" "acc" "subject_id"
3 "motion_formal" "hard_formal" 0.113 1004 1251 820 108.303117302279 24 24 19 0.791666666666667 "3"
3 "motion_formal" "hard_formal" 0.119 1088.69565217391 1281 779 149.774811203841 23 23 16 0.695652173913043 "3"
3 "motion_formal" "hard_formal" 0.14 1013.33333333333 1235 809 122.590753132621 24 24 20 0.833333333333333 "3"
4 "motion_formal" "easy_formal" 0.11975 1284.16666666667 1966 594 425.043595377009 24 24 17 0.708333333333333 "4"
4 "motion_formal" "easy_formal" 0.1265 1278.29166666667 2394 739 439.669686208879 24 24 21 0.875 "4"
4 "motion_formal" "easy_formal" 0.128 1083.54166666667 2012 621 435.156941121013 24 24 18 0.75 "4"
4 "motion_formal" "easy_formal" 0.1325 928.625 1456 637 229.823337162151 24 24 17 0.708333333333333 "4"
4 "motion_formal" "easy_formal" 0.137 1364.33333333333 2318 849 412.08385244908 24 24 22 0.916666666666667 "4"
4 "motion_formal" "easy_formal" 0.14 1301 2160 790 340.245819065135 24 24 20 0.833333333333333 "4"
4 "motion_formal" "easy_formal" 0.14075 1174.70833333333 1866 685 302.205009478042 24 24 17 0.708333333333333 "4"
4 "motion_formal" "easy_formal" 0.149 1044 1748 680 305.539722031572 24 24 19 0.791666666666667 "4"
4 "motion_formal" "easy_formal" 0.14975 882.291666666667 1432 602 211.426311382778 24 24 19 0.791666666666667 "4"
4 "motion_formal" "easy_formal" 0.1505 1116.79166666667 1942 598 367.550171572791 24 24 18 0.75 "4"
4 "motion_formal" "hard_formal" 0.047 1106.125 1740 609 352.20501841967 24 24 8 0.333333333333333 "4"
4 "motion_formal" "hard_formal" 0.0575000000000001 1141.45833333333 2071 566 439.581716117638 24 24 13 0.541666666666667 "4"
4 "motion_formal" "hard_formal" 0.0627500000000001 1274.45833333333 2010 853 264.703604411436 24 24 12 0.5 "4"
4 "motion_formal" "hard_formal" 0.071 1216.29166666667 2464 788 363.920497668362 24 24 15 0.625 "4"
4 "motion_formal" "hard_formal" 0.0710000000000001 1111.16666666667 1661 759 276.982602917296 24 24 18 0.75 "4"
4 "motion_formal" "hard_formal" 0.07175 1144.45833333333 2878 647 539.397971910768 24 24 21 0.875 "4"
4 "motion_formal" "hard_formal" 0.0882500000000001 1035.41666666667 1511 670 269.917365239754 24 24 19 0.791666666666667 "4"
4 "motion_formal" "hard_formal" 0.0942500000000001 1173.29166666667 1814 730 308.171956397958 24 24 16 0.666666666666667 "4"
4 "motion_formal" "hard_formal" 0.10775 1069.58333333333 1749 703 260.480478558653 24 24 18 0.75 "4"
4 "motion_formal" "hard_formal" 0.14 1320.66666666667 2362 710 433.342686632613 24 24 23 0.958333333333333 "4"
5 "motion_formal" "easy_formal" 0.1315 1039.625 1620 578 359.957583551898 24 24 18 0.75 "5"
5 "motion_formal" "easy_formal" 0.133 872.645833333333 1679 508 301.928235067881 48 48 32 0.666666666666667 "5"
5 "motion_formal" "easy_formal" 0.13525 955.291666666667 1926 513 365.303147389608 24 24 19 0.791666666666667 "5"
5 "motion_formal" "easy_formal" 0.136 901.208333333333 2033 544 332.070036084631 48 48 40 0.833333333333333 "5"
5 "motion_formal" "easy_formal" 0.13825 1045.60869565217 1722 617 324.275940173634 23 23 20 0.869565217391304 "5"
5 "motion_formal" "easy_formal" 0.142 808.25 1609 528 247.614927203335 24 24 22 0.916666666666667 "5"
5 "motion_formal" "easy_formal" 0.145 913.541666666667 1626 497 302.859269824849 24 24 21 0.875 "5"
5 "motion_formal" "easy_formal" 0.16 878.708333333333 1299 644 167.378893055784 24 24 24 1 "5"
5 "motion_formal" "hard_formal" 0.051 858.25 1559 518 240.870387300434 24 24 9 0.375 "5"
5 "motion_formal" "hard_formal" 0.05325 861.666666666667 1522 496 286.30838750135 24 24 15 0.625 "5"
5 "motion_formal" "hard_formal" 0.0555 876.541666666667 1363 536 222.485950541615 24 24 15 0.625 "5"
5 "motion_formal" "hard_formal" 0.05775 901.382978723404 1839 579 293.690946196662 47 47 28 0.595744680851064 "5"
5 "motion_formal" "hard_formal" 0.06 1126.26086956522 1730 625 317.939705174554 23 23 14 0.608695652173913 "5"
5 "motion_formal" "hard_formal" 0.063 756.333333333333 1178 489 185.235142375885 24 24 13 0.541666666666667 "5"
5 "motion_formal" "hard_formal" 0.06825 974.304347826087 1643 547 304.921962413427 23 23 11 0.478260869565217 "5"
5 "motion_formal" "hard_formal" 0.07125 868.875 1686 528 232.524390959969 24 24 18 0.75 "5"
5 "motion_formal" "hard_formal" 0.081 987.521739130435 1505 593 296.470429242142 23 23 13 0.565217391304348 "5"
