"Participant_ID" "part" "difficulty" "coherence" "avg_rt" "max_rt" "min_rt" "sd_rt" "all_count" "row_count" "correct_count" "acc" "subject_id"
1 "motion_formal" "easy_formal" 0.16875 708.666666666667 1096 524 157.15034802398 24 24 16 0.666666666666667 "1"
1 "motion_formal" "easy_formal" 0.1755 800.041666666667 1130 573 139.546981081921 48 48 40 0.833333333333333 "1"
1 "motion_formal" "easy_formal" 0.177 692.25 861 540 94.8826506338453 24 24 19 0.791666666666667 "1"
1 "motion_formal" "easy_formal" 0.17775 703.833333333333 1033 489 147.493748332265 24 24 19 0.791666666666667 "1"
1 "motion_formal" "easy_formal" 0.1785 707.375 929 488 136.012407522255 24 24 20 0.833333333333333 "1"
1 "motion_formal" "easy_formal" 0.18 647.333333333333 964 458 124.571497426235 24 24 20 0.833333333333333 "1"
1 "motion_formal" "easy_formal" 0.18075 792.208333333333 1292 601 143.634493606596 24 24 18 0.75 "1"
1 "motion_formal" "easy_formal" 0.18525 747.458333333333 1127 524 174.032975177911 24 24 19 0.791666666666667 "1"
1 "motion_formal" "easy_formal" 0.186 653.125 937 521 86.5675471374308 24 24 22 0.916666666666667 "1"
1 "motion_formal" "hard_formal" 0.04825 507.260869565217 805 204 156.318502770147 23 23 11 0.478260869565217 "1"
1 "motion_formal" "hard_formal" 0.0580000000000001 422.958333333333 720 219 119.92732551757 24 24 17 0.708333333333333 "1"
1 "motion_formal" "hard_formal" 0.061 662.5 1347 377 192.296419736505 24 24 13 0.541666666666667 "1"
1 "motion_formal" "hard_formal" 0.0670000000000001 788.791666666667 1080 610 133.221613067872 24 24 13 0.541666666666667 "1"
1 "motion_formal" "hard_formal" 0.0677500000000001 517.083333333333 689 310 91.3773431468639 24 24 17 0.708333333333333 "1"
1 "motion_formal" "hard_formal" 0.0722500000000001 720.5 1112 543 118.885403353123 24 24 13 0.541666666666667 "1"
1 "motion_formal" "hard_formal" 0.0775000000000001 713.25 1044 544 132.033345590522 24 24 17 0.708333333333333 "1"
1 "motion_formal" "hard_formal" 0.0805000000000001 887.833333333333 1138 612 144.635273425401 24 24 18 0.75 "1"
1 "motion_formal" "hard_formal" 0.0940000000000001 641.625 847 537 93.4334510901138 24 24 18 0.75 "1"
1 "motion_formal" "hard_formal" 0.1 611.541666666667 1164 451 155.920821368513 24 24 16 0.666666666666667 "1"
2 "motion_formal" "easy_formal" 0.17 677.875 1243 482 168.046399519015 24 24 19 0.791666666666667 "2"
2 "motion_formal" "easy_formal" 0.17075 670.791666666667 1724 437 250.868227867985 24 24 14 0.583333333333333 "2"
2 "motion_formal" "easy_formal" 0.173 613.958333333333 774 470 73.5086384551927 24 24 20 0.833333333333333 "2"
2 "motion_formal" "easy_formal" 0.1835 708.791666666667 1247 508 171.44449708203 24 24 22 0.916666666666667 "2"
2 "motion_formal" "easy_formal" 0.1865 733.875 1459 494 225.349064979104 24 24 20 0.833333333333333 "2"
2 "motion_formal" "easy_formal" 0.1895 667.708333333333 878 470 99.5915480815283 24 24 20 0.833333333333333 "2"
2 "motion_formal" "easy_formal" 0.19025 695.166666666667 1661 494 245.848427441304 24 24 18 0.75 "2"
2 "motion_formal" "easy_formal" 0.19475 594.125 1323 453 169.841438201738 24 24 19 0.791666666666667 "2"
2 "motion_formal" "easy_formal" 0.2 622.833333333333 1055 421 132.67129968032 48 48 40 0.833333333333333 "2"
2 "motion_formal" "hard_formal" 0.044 929.666666666667 1859 581 306.766965324646 24 24 12 0.5 "2"
2 "motion_formal" "hard_formal" 0.04475 994.521739130435 1580 306 302.331676619813 23 23 13 0.565217391304348 "2"
2 "motion_formal" "hard_formal" 0.047 938.833333333333 1388 668 198.210837826502 24 24 15 0.625 "2"
2 "motion_formal" "hard_formal" 0.053 1039.91666666667 1516 698 238.814630071593 24 24 16 0.666666666666667 "2"
2 "motion_formal" "hard_formal" 0.05375 810.75 1629 509 291.79418744397 24 24 17 0.708333333333333 "2"
2 "motion_formal" "hard_formal" 0.062 761.833333333333 1316 460 238.351159767094 24 24 14 0.583333333333333 "2"
2 "motion_formal" "hard_formal" 0.0635 1067.16666666667 1840 657 306.1552130746 24 24 17 0.708333333333333 "2"
2 "motion_formal" "hard_formal" 0.0755 900.166666666667 1605 565 307.30521107463 24 24 18 0.75 "2"
2 "motion_formal" "hard_formal" 0.0965 711.541666666667 1419 488 187.542222299213 24 24 20 0.833333333333333 "2"
2 "motion_formal" "hard_formal" 0.11 762.5 1147 523 196.542284420471 24 24 18 0.75 "2"
3 "motion_formal" "easy_formal" 0.12 995.875 1238 793 131.177381567032 24 24 17 0.708333333333333 "3"
3 "motion_formal" "easy_formal" 0.12825 973.916666666667 1220 767 134.710290322754 24 24 18 0.75 "3"
3 "motion_formal" "easy_formal" 0.13275 1063.375 1444 824 145.165516476583 24 24 18 0.75 "3"
3 "motion_formal" "easy_formal" 0.13725 1061.54166666667 1283 808 144.577038036945 24 24 19 0.791666666666667 "3"
3 "motion_formal" "easy_formal" 0.138 1098.04166666667 1381 810 163.885559001626 24 24 18 0.75 "3"
3 "motion_formal" "easy_formal" 0.1395 1029.375 1227 816 110.182383386346 24 24 16 0.666666666666667 "3"
3 "motion_formal" "easy_formal" 0.1425 958.666666666667 1161 749 113.955623195922 24 24 20 0.833333333333333 "3"
3 "motion_formal" "easy_formal" 0.14925 1037.83333333333 1297 803 130.785142975754 24 24 17 0.708333333333333 "3"
3 "motion_formal" "easy_formal" 0.1515 1043.5 1241 829 103.047899373143 24 24 19 0.791666666666667 "3"
3 "motion_formal" "easy_formal" 0.15225 1037.75 1231 811 123.169113152538 24 24 20 0.833333333333333 "3"
3 "motion_formal" "hard_formal" 0.0785000000000001 1022.29166666667 1314 775 145.743216462817 24 24 12 0.5 "3"
3 "motion_formal" "hard_formal" 0.08225 1079.33333333333 1339 834 122.16263808926 24 24 15 0.625 "3"
3 "motion_formal" "hard_formal" 0.08525 1095.33333333333 1276 885 105.729625097171 24 24 9 0.375 "3"
3 "motion_formal" "hard_formal" 0.0875 1089.625 1240 829 110.076579075067 24 24 15 0.625 "3"
3 "motion_formal" "hard_formal" 0.0957500000000001 1060.25 1276 844 112.365184922238 24 24 19 0.791666666666667 "3"
3 "motion_formal" "hard_formal" 0.10325 1000.66666666667 1141 843 91.5597531986467 24 24 20 0.833333333333333 "3"
3 "motion_formal" "hard_formal" 0.1055 1061.91666666667 1403 876 116.456715850425 24 24 15 0.625 "3"
