"Participant_ID" "judge_type" "difficulty" "coherence" "target_color_proportion" "trial_num"
1 "color" "hard_formal" 0 0.51125 151
1 "color" "hard_formal" 0 0.51125 152
1 "color" "hard_formal" 0 0.51125 153
1 "color" "hard_formal" 0 0.51125 154
1 "color" "hard_formal" 0 0.51125 155
1 "color" "hard_formal" 0 0.51125 156
1 "color" "hard_formal" 0 0.51125 157
1 "color" "hard_formal" 0 0.51125 158
1 "color" "hard_formal" 0 0.51125 159
1 "color" "hard_formal" 0 0.51125 160
1 "color" "hard_formal" 0 0.51125 161
1 "color" "hard_formal" 0 0.51125 162
1 "color" "hard_formal" 0 0.51125 163
1 "color" "hard_formal" 0 0.51125 164
1 "color" "hard_formal" 0 0.51125 165
1 "color" "hard_formal" 0 0.51125 166
1 "color" "hard_formal" 0 0.51125 167
1 "color" "hard_formal" 0 0.51 168
1 "color" "hard_formal" 0 0.51 169
1 "color" "hard_formal" 0 0.51 170
1 "color" "hard_formal" 0 0.51 171
1 "color" "hard_formal" 0 0.51 172
1 "color" "hard_formal" 0 0.51 173
1 "color" "hard_formal" 0 0.51 174
1 "color" "hard_formal" 0 0.51 175
1 "color" "hard_formal" 0 0.51 176
1 "color" "hard_formal" 0 0.51 177
1 "color" "hard_formal" 0 0.51 178
1 "color" "hard_formal" 0 0.51 179
1 "color" "hard_formal" 0 0.51 180
1 "color" "hard_formal" 0 0.51 181
1 "color" "hard_formal" 0 0.51 182
1 "color" "hard_formal" 0 0.51 183
1 "color" "hard_formal" 0 0.51 184
1 "color" "hard_formal" 0 0.51 185
1 "color" "hard_formal" 0 0.51 186
1 "color" "hard_formal" 0 0.51 187
1 "color" "hard_formal" 0 0.51 188
1 "color" "hard_formal" 0 0.51 189
1 "color" "hard_formal" 0 0.51 190
1 "color" "hard_formal" 0 0.51 191
1 "color" "hard_formal" 0 0.51 192
1 "color" "hard_formal" 0 0.51 193
1 "color" "hard_formal" 0 0.51 194
1 "color" "hard_formal" 0 0.51 195
1 "color" "hard_formal" 0 0.51 196
1 "color" "hard_formal" 0 0.51 197
1 "color" "hard_formal" 0 0.51 198
1 "color" "hard_formal" 0 0.51 199
1 "color" "hard_formal" 0 0.51 200
1 "color" "hard_formal" 0 0.51 201
1 "color" "hard_formal" 0 0.51 202
1 "color" "hard_formal" 0 0.51 203
1 "color" "hard_formal" 0 0.51 204
1 "color" "hard_formal" 0 0.51 205
1 "color" "hard_formal" 0 0.51 206
1 "color" "hard_formal" 0 0.51 207
1 "color" "hard_formal" 0 0.51 208
1 "color" "hard_formal" 0 0.51 209
1 "color" "hard_formal" 0 0.51 210
1 "color" "hard_formal" 0 0.51 211
1 "color" "hard_formal" 0 0.51 212
1 "color" "hard_formal" 0 0.51 213
1 "color" "hard_formal" 0 0.51 214
1 "color" "hard_formal" 0 0.51 215
1 "color" "hard_formal" 0 0.51125 216
1 "color" "hard_formal" 0 0.51125 217
1 "color" "hard_formal" 0 0.51125 218
1 "color" "hard_formal" 0 0.51125 219
1 "color" "hard_formal" 0 0.51125 220
1 "color" "hard_formal" 0 0.51125 221
1 "color" "hard_formal" 0 0.51125 222
1 "color" "hard_formal" 0 0.51125 223
1 "color" "hard_formal" 0 0.51125 224
1 "color" "hard_formal" 0 0.51125 225
1 "color" "hard_formal" 0 0.51125 226
1 "color" "hard_formal" 0 0.51125 227
1 "color" "hard_formal" 0 0.51125 228
1 "color" "hard_formal" 0 0.51125 229
1 "color" "hard_formal" 0 0.51125 230
1 "color" "hard_formal" 0 0.51125 231
1 "color" "hard_formal" 0 0.51125 232
1 "color" "hard_formal" 0 0.51125 233
1 "color" "hard_formal" 0 0.51125 234
1 "color" "hard_formal" 0 0.51125 235
1 "color" "hard_formal" 0 0.51125 236
1 "color" "hard_formal" 0 0.51125 237
1 "color" "hard_formal" 0 0.51125 238
1 "color" "hard_formal" 0 0.51125 239
1 "motion" "easy_formal" 0.18 0 1
1 "motion" "easy_formal" 0.18 0 2
1 "motion" "easy_formal" 0.18 0 3
